"datetime","value","basin"
2019-01-27 06:00:00,0,2046
2019-01-27 07:00:00,0,2046
2019-01-27 08:00:00,0,2046
2019-01-27 09:00:00,0,2046
2019-01-27 10:00:00,0,2046
2019-01-27 11:00:00,0,2046
2019-01-27 12:00:00,0,2046
2019-01-27 13:00:00,0,2046
2019-01-27 14:00:00,0,2046
2019-01-27 15:00:00,0,2046
2019-01-27 16:00:00,0,2046
2019-01-27 17:00:00,0,2046
2019-01-27 18:00:00,0,2046
2019-01-27 19:00:00,0,2046
2019-01-27 20:00:00,0,2046
2019-01-27 21:00:00,0,2046
2019-01-27 22:00:00,0,2046
2019-01-27 23:00:00,0,2046
2019-01-28,0,2046
2019-01-28 01:00:00,0,2046
2019-01-28 02:00:00,0,2046
2019-01-28 03:00:00,0,2046
2019-01-28 04:00:00,0,2046
2019-01-28 05:00:00,0,2046
2019-01-28 06:00:00,0,2046
2019-01-28 07:00:00,0,2046
2019-01-28 08:00:00,0,2046
2019-01-28 09:00:00,0,2046
2019-01-28 10:00:00,0,2046
2019-01-28 11:00:00,0,2046
2019-01-28 12:00:00,0,2046
2019-01-28 13:00:00,0,2046
2019-01-28 14:00:00,0,2046
2019-01-28 15:00:00,0,2046
2019-01-28 16:00:00,0,2046
2019-01-28 17:00:00,0,2046
2019-01-28 18:00:00,0,2046
2019-01-28 19:00:00,0,2046
2019-01-28 20:00:00,0,2046
2019-01-28 21:00:00,0,2046
2019-01-28 22:00:00,0,2046
2019-01-28 23:00:00,0,2046
2019-01-29,0,2046
2019-01-29 01:00:00,0,2046
2019-01-29 02:00:00,0,2046
2019-01-29 03:00:00,0,2046
2019-01-29 04:00:00,0,2046
2019-01-29 05:00:00,0,2046
2019-01-29 06:00:00,0,2046
2019-01-29 07:00:00,0,2046
2019-01-29 08:00:00,0,2046
2019-01-29 09:00:00,0,2046
2019-01-29 10:00:00,0,2046
2019-01-29 11:00:00,0,2046
2019-01-29 12:00:00,0,2046
2019-01-29 13:00:00,0,2046
2019-01-29 14:00:00,0.000102773,2046
2019-01-29 15:00:00,0.000243991,2046
2019-01-29 16:00:00,0.000141218,2046
2019-01-29 17:00:00,0,2046
2019-01-29 18:00:00,0,2046
2019-01-29 19:00:00,0,2046
2019-01-29 20:00:00,0,2046
2019-01-29 21:00:00,0,2046
2019-01-29 22:00:00,0,2046
2019-01-29 23:00:00,0,2046
2019-01-30,0,2046
2019-01-30 01:00:00,0,2046
2019-01-30 02:00:00,0,2046
2019-01-30 03:00:00,0,2046
2019-01-30 04:00:00,0,2046
2019-01-30 05:00:00,0,2046
2019-01-30 06:00:00,0,2046
2019-01-30 07:00:00,0,2046
2019-01-30 08:00:00,0,2046
2019-01-30 09:00:00,0,2046
2019-01-30 10:00:00,0,2046
2019-01-30 11:00:00,0,2046
2019-01-30 12:00:00,0,2046
2019-01-30 13:00:00,0,2046
2019-01-30 14:00:00,0,2046
2019-01-30 15:00:00,0,2046
2019-01-30 16:00:00,0,2046
2019-01-30 17:00:00,0,2046
2019-01-30 18:00:00,0,2046
2019-01-30 19:00:00,0,2046
2019-01-30 20:00:00,0,2046
2019-01-30 21:00:00,0,2046
2019-01-30 22:00:00,0,2046
2019-01-30 23:00:00,0,2046
2019-01-31,0,2046
2019-01-31 01:00:00,0,2046
2019-01-31 02:00:00,0,2046
2019-01-31 03:00:00,0,2046
2019-01-31 04:00:00,0,2046
2019-01-31 05:00:00,0,2046
2019-01-31 06:00:00,0,2046
2019-01-31 07:00:00,0,2046
2019-01-31 08:00:00,0,2046
2019-01-31 09:00:00,0,2046
2019-01-31 10:00:00,0,2046
2019-01-31 11:00:00,0,2046
2019-01-31 12:00:00,0,2046
2019-01-31 13:00:00,0,2046
2019-01-31 14:00:00,0,2046
2019-01-31 15:00:00,0,2046
2019-01-31 16:00:00,0.004704711,2046
2019-01-31 17:00:00,0.004704711,2046
2019-01-31 18:00:00,0,2046
2019-01-31 19:00:00,0,2046
2019-01-31 20:00:00,0,2046
2019-01-31 21:00:00,0,2046
2019-01-31 22:00:00,0,2046
2019-01-31 23:00:00,0.013395469,2046
2019-01-01,0,2045
2019-01-01 01:00:00,0,2045
2019-01-01 02:00:00,0,2045
2019-01-01 03:00:00,0,2045
2019-01-01 04:00:00,0,2045
2019-01-01 05:00:00,0,2045
2019-01-01 06:00:00,0,2045
2019-01-01 07:00:00,0,2045
2019-01-01 08:00:00,0,2045
2019-01-01 09:00:00,0,2045
2019-01-01 10:00:00,0,2045
2019-01-01 11:00:00,0,2045
2019-01-01 12:00:00,0,2045
2019-01-01 13:00:00,0,2045
2019-01-01 14:00:00,0,2045
2019-01-01 15:00:00,0,2045
2019-01-01 16:00:00,0,2045
2019-01-01 17:00:00,0,2045
2019-01-01 18:00:00,0,2045
2019-01-01 19:00:00,0,2045
2019-01-01 20:00:00,0,2045
2019-01-01 21:00:00,0,2045
2019-01-01 22:00:00,0,2045
2019-01-01 23:00:00,0,2045
2019-01-02,0,2045
2019-01-02 01:00:00,0,2045
2019-01-02 02:00:00,0,2045
2019-01-02 03:00:00,0,2045
2019-01-02 04:00:00,0,2045
2019-01-02 05:00:00,0,2045
2019-01-02 06:00:00,0,2045
2019-01-02 07:00:00,0,2045
2019-01-02 08:00:00,0,2045
2019-01-02 09:00:00,0,2045
2019-01-02 10:00:00,0,2045
